business_id,business_name,business_address,business_postal_code,inspection_date,inspection_score,inspection_type,violation_description,risk_category,current_supervisor_districts
3056,MASON DINER,320 Mason St,94102,2017-02-17,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
2428,LA GALLINITA,2989 24th St,94110,2017-07-24,84.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk,2.0
59422,Aveline / The European,490 Geary St,94102,2017-11-27,96.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
6564,HWA LEI MARKET,2970 A 16th St,94103,2018-05-22,82.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
40216,Kuishinbo,22 Peace Plaza #535,94115,2018-07-17,75.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,11.0
7761,LELENITA'S CAKES,3743 MISSION St,94110,2018-01-03,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
1352,LA TORTILLA,495 Castro St B,94114,2016-11-29,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0
7655,H&W Market,801 HAYES St,94117,2018-09-20,94.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,11.0
63713,Superb Garden Grocery,2433 Noriega St,94122,2017-12-15,96.0,Routine - Unscheduled,Improper food storage,Low Risk,7.0
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,2019-08-12,85.0,Routine - Unscheduled,High risk vermin infestation,High Risk,2.0
1352,LA TORTILLA,495 Castro St B,94114,2018-06-20,74.0,Routine - Unscheduled,Non service animal,Low Risk,5.0
5215,San Francisco Rescue Mission Cafe,226 Jones St,94102,2017-09-22,98.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
1249,KABABAYAN FAST FOOD,2706 MISSION St,94110,2018-05-15,74.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,2.0
2638,SF BAGEL CO. (KATZ BAGELS),3147 16th St,94103,2019-07-17,81.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,5.0
24572,S & T Hong Kong Seafood,2588 Noriega St,94122,2019-07-16,69.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,7.0
2942,Whole Foods Market,1765 CALIFORNIA St,94109,2019-01-11,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,6.0
64057,Ragazza,311 DIVISADERO St,94117,2018-06-18,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,11.0
62462,Gateway Croissants,390 GOLDEN GATE Ave,94102,2017-10-23,73.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,10.0
1262,NORTH BEACH PIZZA,800 STANYAN St,94117,2017-12-15,90.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,11.0
854,Firenze By Night,1421 Stockton St,94133,2018-08-16,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
4483,NOE BAGEL,3933 24th St,94114,2017-12-01,90.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk,5.0
34458,Ayola,327 Kearny St,94108,2019-02-04,84.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
2659,HUNAN CHEF,525 CORTLAND Ave,94110,2017-03-06,79.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,2.0
1203,TAWAN'S THAI FOOD,4403 GEARY Blvd,94118,2017-08-03,77.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,4.0
2749,TAQUERIA CANCUN,3211 MISSION St,94110,2016-11-28,94.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,2.0
27680,Blue Sky Restaurant,1504 Powell St,94133,2017-05-02,84.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
58628,Players,Pier 39  Space L-11,94133,2018-08-13,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,3.0
7095,ABE'S MARKET,378 FILLMORE St,94117,2018-12-10,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0
4555,UNITED LIQUORS & DELI,2401 CHESTNUT St,94123,2017-11-28,94.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,6.0
63897,Bob's Donuts and Pastries,1621 Polk St,94109,2019-07-10,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
3331,HARVEY'S,500 CASTRO St,94114,2018-10-15,94.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,5.0
62462,Gateway Croissants,390 GOLDEN GATE Ave,94102,2019-06-12,83.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,10.0
3895,Cable Car Restaurant,1040 Columbus Ave,94133,2019-04-22,84.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,3.0
3072,"HOTEL UTAH SALOON, THE",500 04th St,94107,2017-01-12,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
972,"MING TAI WUN TUN NOODLE, INC.",2455 NORIEGA St,94122,2016-11-09,83.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,7.0
3211,PHO HUYNH HIEP II,1833 IRVING St,94122,2017-09-12,85.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk,7.0
1632,SWEET CHINITO,3100 MISSION St,94110,2017-03-14,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
33700,Casa Guadalupe #3,2999 MISSION,94110,2016-10-18,94.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk,2.0
38330,Carlin's Corner,298 Valencia St,94103,2018-06-25,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0
4716,MICHAELIS WINE & SPIRITS,2198 UNION St,94123,2017-09-25,88.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,6.0
39667,Peet's Coffee & Tea,595 Market St  Suite #143,94105,2019-05-01,89.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
34839,Brenda's French Soul Food,652 B Polk St,94102,2019-06-11,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0
4037,EDINBURGH CASTLE PUB,950 GEARY St,94109,2017-05-05,90.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,10.0
10332,Harvest Urban Market,191 08th St,94103,2017-10-02,79.0,Routine - Unscheduled,Inadequate sewage or wastewater disposal,Moderate Risk,10.0
61351,Don Pisto Restaurants LLC,510 Union St,94133,2019-03-18,92.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,3.0
1232,Sunflower Cafe,284 O'Farrell St,94102,2019-02-11,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.0
2788,Sushi Hunter,1701 Powell St,94133,2018-06-12,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
37231,Utopia Cafe,139 Waverly Pl,94108,2017-12-06,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
2356,TAQUERIA EL FAROLITO,2779 MISSION St,94110,2017-11-27,85.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2.0
37732,The Salvation Army,240 Turk St,94102,2017-08-30,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,2017-06-21,81.0,Routine - Unscheduled,Other low risk violation,Low Risk,8.0
4917,LA VICTORIA BAKERY,2937 24th St,94110,2018-06-05,69.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,2.0
4622,Hing Lung Company,1261 Stockton St,94133,2017-11-15,86.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
5925,ARCHBISHOP RIORDAN HIGH SCHOOL CAFE,175 PHELAN,94112,2017-01-31,90.0,Routine - Unscheduled,Inadequate sewage or wastewater disposal,Moderate Risk,8.0
3571,CITY CLUB,"155 Sansome St, 10th Floor",94104,2019-04-09,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.0
2032,QUEEN ANNE HOTEL,1590 SUTTER St,94109,2019-07-11,92.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,11.0
61953,Allstars Donuts & Burgers,290 GOLDEN GATE Ave,94102,2017-12-04,94.0,Routine - Unscheduled,Improper food storage,Low Risk,10.0
3861,CINCO DE MAYO TAQUERIA & GROCERY,2426 SAN BRUNO Ave,94134,2017-11-06,83.0,Routine - Unscheduled,Improper cooling methods,High Risk,2.0
63576,Angkor Borei Restaurant,3471 MISSION St,94110,2016-12-20,94.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
10332,Harvest Urban Market,191 08th St,94103,2019-07-16,82.0,Routine - Unscheduled,High risk vermin infestation,High Risk,10.0
2279,Golden Donuts,5401 GEARY Blvd,94121,2019-09-13,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,4.0
1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,94110,2019-08-08,88.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
1927,STARBUCKS COFFEE,1799 FULTON St,94117,2017-11-14,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,11.0
7534,RUSSELL'S CONVENIENCE #605,333 MARKET St,94105,2017-12-07,96.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,10.0
21143,Pazzia Restaurant,337 03rd St,94107,2018-03-07,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
3338,La Folie,2316 Polk St,94109,2018-02-23,92.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
19003,Panchitas Restaurant,3091 16th St,94103,2018-01-18,83.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk,2.0
2223,Garden Bakery,765 Jackson St,94133,2018-12-19,80.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,3.0
59949,Aicha,1303 Polk St,94109,2017-10-17,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
2326,IRMA'S PAMPANGA RESTAURANT,2901 16th St,94103,2018-04-11,74.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,2.0
302,MOULIN ROUGE,887 GEARY St,94109,2017-07-28,81.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0
2659,HUNAN CHEF,525 CORTLAND Ave,94110,2018-03-27,77.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2.0
2110,A La Turca,869 Geary St,94109,2018-02-05,81.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,10.0
24198,Olivo's Taqueria,1017 Larkin St,94109,2018-03-13,89.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
929,Cafe Ethiopia,878 Valencia St,94110,2018-08-13,89.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0
3443,Crab House,Pier 39  Space 203C,94133,2017-09-21,88.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,3.0
60616,Sheffield Convalescent Hospital,1133 South Van Ness Ave,94110,2017-11-14,89.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,2.0
606,TSING TAO RESTAURANT,3107 CLEMENT St,94121,2019-03-13,80.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,4.0
57552,Cafe Prague,424 Merchant St,94111,2016-11-16,70.0,Routine - Unscheduled,No person in charge of food facility,Low Risk,3.0
7643,PACIFIC SUPER MARKET,2900 ALEMANY Blvd,94112,2017-03-09,67.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk,1.0
60933,Mayes,1233 Polk St,94109,2017-12-14,81.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
7275,HONG KUN COMPANY,2558 NORIEGA St,94122,2017-11-15,96.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,7.0
34388,Pizza Orgasmica,3157 FILLMORE St,94123,2018-01-04,75.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,6.0
39708,Perry's Embarcadero,155 STEUART St,94105,2017-06-20,80.0,Routine - Unscheduled,Improper cooling methods,High Risk,10.0
251,THE BEANERY INC.,602 Irving St,94122,2019-06-19,98.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,11.0
2039,VIA VENETO,2244 FILLMORE St,94115,2017-05-31,91.0,Routine - Unscheduled,Improper cooling methods,High Risk,6.0
2601,Last Drop Tavern,550 3 St,94108,2019-07-31,81.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
2262,Ritz-Carlton SF - Banquet Kitchen,600 Stockton St 2nd Floor,94108,2019-02-25,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
32556,Seal Rock Inn Restaurant,545 Point Lobos Ave,94121,2019-09-09,75.0,Routine - Unscheduled,Improper cooling methods,High Risk,4.0
7493,MR. PICKLE'S SANDWICH SHOP,3380 20th St,94110,2017-11-14,90.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,2.0
37115,Pasilla,359 Kearny St,94108,2019-06-04,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,3.0
19076,Star India Restaurant,3721 GEARY Blvd,94118,2017-06-26,65.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk,4.0
13623,CAFE MADELEINE,149 NEW MONTGOMERY STREET,94105,2018-06-22,75.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,10.0
18310,Chef Hunan,4661 MISSION St,94112,2019-08-19,78.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,1.0
60473,Dong Baek Korean Restaurant,631 O'Farrell St,94109,2017-06-29,94.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
1000,HEUNG YUEN RESTAURANT,3279 22nd St,94110,2018-05-23,76.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,2.0
39053,Specialty's Cafe & Bakery,101 New Montgomery St,94105,2019-05-01,96.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,10.0
39398,Baby Blues BBQ San Francisco Inc,3149 Mission St,94110,2017-10-20,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
3111,The Family,545 Powell St,94108,2017-01-27,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,3.0
61073,Fat Angel,1740 O' Farrell St,94115,2017-02-22,80.0,Routine - Unscheduled,Improper reheating of food,High Risk,11.0
13671,AFC SUSHI @SAFEWAY 2606,298 KING STREET,94107,2018-12-04,89.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,10.0
3409,OZUMO,161 STEUART St,94105,2019-01-28,77.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,10.0
7575,SUPER MIRA,1790 SUTTER St,94115,2017-02-15,85.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,11.0
1932,Five Happiness,4142 Geary Blvd,94118,2018-10-31,83.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,4.0
36685,"Muddy Waters Coffee House, Inc.",1304 Valencia St,94110,2017-10-12,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0
4533,Gourmet Delight,1045 Stockton St,94108,2019-10-01,79.0,Routine - Unscheduled,Inadequate procedures or records for time as a public health control,Moderate Risk,3.0
34708,Piqueos LLC,830 CORTLAND Ave,94110,2019-08-14,82.0,Routine - Unscheduled,Improper cooling methods,High Risk,2.0
64231,Sweet Lime Inc.,2100 SUTTER St,94115,2017-04-25,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk,6.0
7211,RELIANCE MARKET,699 Castro St,94114,2018-10-01,86.0,Routine - Unscheduled,Food in poor condition,Moderate Risk,5.0
4630,Zanze's Cheesecake,2405 Ocean Ave,94127,2017-03-04,96.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,8.0
4819,Starbucks Coffee,398 Market St,94111,2017-01-03,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
5974,RICHMOND SENIOR CENTER - 3RD FLOOR,6221 GEARY Blvd,94121,2016-11-02,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
1389,GASPARE'S PIZZA HOUSE AND ITALIAN RESTAURANT,5546 GEARY Blvd,94121,2017-10-11,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,4.0
5156,McDONALD'S,302 POTRERO Ave,94110,2018-04-30,94.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,9.0
1685,"New Lun Ting Cafe, Inc",670 Jackson St,94133,2017-11-27,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
36758,UVA Enoteca,568 Haight St,94117,2016-12-14,86.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,11.0
670,VIKINGS GIANT SUBMARINE SANDWICHES,1418 LOMBARD St,94123,2019-05-07,86.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,6.0
62767,Lincoln Way Shell,601 Lincoln Way,94122,2019-06-26,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0
3982,SLIM'S,333 11th St,94103,2019-08-01,86.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
39810,Cherry Blossom Bakery,844 Clement St,94118,2019-09-10,88.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,4.0
500,Roxanne Cafe,570 Powell St,94108,2019-09-10,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
19002,Subway #4066,5650 Geary Blvd,94121,2019-02-12,91.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,4.0
6019,KIMOCHI HOME,1531 SUTTER St,94115,2018-06-13,96.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,11.0
2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,2019-01-03,74.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,8.0
3228,THANH LONG RESTAURANT,4101 JUDAH St,94122,2018-06-19,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,7.0
10877,CHINA FIRST INC.,336 CLEMENT ST,94118,2019-07-01,48.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,4.0
522,Boudin Sourdough Bakery,3251 20th Ave,94132,2017-02-09,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,8.0
1710,Emporio Rulli Il Caffe at Union Square,225 Stockton St,94108,2017-02-21,90.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk,3.0
5859,BURTON HIGH SCHOOL,400 MANSELL St,94134,2019-09-12,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,2.0
32671,La Taqueria Guadalajara,3146 24th St,94110,2017-01-10,70.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,2.0
62701,Wayfare Tavern,558 Sacramento St,94111,2019-03-01,83.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,3.0
